speed,airbag,seatbelt,frontal,sex,age,vehYear,Deploy,injSeverity
40-54,none,belted,0,m,18,1987,0,1
40-54,airbag,belted,1,f,33,1998,1,0
25-39,airbag,belted,0,f,77,2000,1,3
40-54,airbag,belted,1,m,29,1999,1,2
40-54,none,none,1,m,19,1993,0,2
40-54,none,belted,1,m,20,1993,0,2
25-39,airbag,belted,1,f,43,2002,1,1
25-39,airbag,belted,1,f,52,2002,1,2
25-39,airbag,belted,0,f,20,1998,1,1
40-54,airbag,belted,1,m,56,1991,1,1
40-54,none,belted,1,f,47,1991,0,1
40-54,none,belted,0,m,29,1985,0,0
40-54,airbag,belted,1,m,21,1998,1,1
40-54,airbag,belted,0,m,51,1999,1,2
40-54,airbag,belted,0,f,39,1999,1,2
40-54,airbag,belted,0,f,34,1998,0,2
40-54,airbag,belted,1,m,19,1996,1,0
40-54,airbag,belted,1,m,41,1999,1,0
40-54,airbag,belted,0,f,19,1994,1,2
40-54,airbag,belted,0,f,20,1994,1,1
40-54,airbag,belted,1,f,49,1994,0,0
40-54,airbag,belted,1,m,47,2000,1,1
40-54,airbag,belted,1,f,47,2000,1,1
40-54,airbag,belted,1,m,18,1996,1,1
25-39,airbag,belted,1,f,45,1999,1,2
25-39,airbag,belted,1,m,25,1998,1,2
40-54,airbag,belted,1,m,21,1994,1,0
40-54,airbag,belted,1,f,60,2000,1,2
40-54,none,belted,0,m,61,1988,0,2
40-54,airbag,belted,1,f,47,1997,1,2
40-54,airbag,belted,1,f,21,1994,1,1
40-54,airbag,belted,0,m,24,2001,0,0
40-54,airbag,belted,1,f,22,1996,1,0
40-54,none,belted,1,m,23,1989,0,0
40-54,none,belted,0,m,20,1994,0,0
40-54,airbag,none,1,f,26,1993,1,2
40-54,airbag,belted,0,m,58,1999,0,1
40-54,airbag,belted,1,m,55,1998,1,1
55+,none,belted,0,m,18,1987,0,0
55+,none,belted,0,f,17,1987,0,NA
40-54,airbag,none,0,m,40,2002,0,2
25-39,airbag,belted,1,f,20,2000,1,2
40-54,airbag,belted,1,m,23,1999,1,1
25-39,airbag,belted,1,m,29,1998,1,0
25-39,airbag,belted,1,m,28,1998,1,2
40-54,none,belted,0,m,19,1992,0,0
40-54,none,belted,0,m,19,1992,0,0
40-54,none,belted,1,f,27,1991,0,2
40-54,none,belted,1,f,79,1991,0,1
25-39,airbag,belted,1,f,23,1999,1,2
25-39,airbag,belted,0,f,46,1999,1,3
40-54,airbag,belted,0,m,80,2000,1,1
40-54,airbag,belted,0,f,73,2000,1,1
40-54,airbag,belted,1,m,22,1995,1,1
40-54,airbag,belted,0,m,37,1999,1,3
40-54,airbag,belted,1,f,32,1995,1,2
55+,airbag,none,1,m,25,2002,1,1
40-54,airbag,belted,0,f,28,2002,1,2
40-54,airbag,belted,0,m,32,2002,1,1
40-54,none,belted,1,m,31,1994,0,1
40-54,airbag,belted,0,f,26,1998,0,0
40-54,none,belted,1,m,22,1995,0,3
25-39,airbag,belted,1,f,26,2002,1,0
25-39,airbag,none,0,m,28,2002,1,2
25-39,airbag,belted,0,f,33,2002,1,0
25-39,airbag,none,1,m,33,2001,1,1
40-54,airbag,none,0,m,30,2000,0,0
40-54,airbag,none,0,m,30,2000,0,0
25-39,airbag,belted,1,f,22,2000,1,0
25-39,airbag,belted,1,m,25,2000,1,1
40-54,airbag,belted,1,f,49,1992,0,1
25-39,airbag,belted,1,m,29,1999,1,1
25-39,airbag,belted,0,f,51,2001,0,3
40-54,airbag,none,1,f,19,1997,1,2
25-39,airbag,belted,1,f,35,1995,1,2
40-54,airbag,belted,1,f,78,1999,1,0
40-54,none,belted,0,f,51,1989,0,0
40-54,none,none,1,f,26,1988,0,3
40-54,none,none,1,f,26,1986,0,2
40-54,none,none,1,f,26,1986,0,2
25-39,airbag,belted,0,f,31,2000,1,2
40-54,none,belted,1,f,29,1998,0,2
25-39,none,belted,1,m,19,1984,0,1
40-54,none,belted,0,m,26,1992,0,0
55+,none,belted,1,m,42,1988,0,4
55+,none,belted,1,m,44,1993,0,3
40-54,airbag,belted,0,m,28,2002,0,3
40-54,airbag,belted,0,f,30,2002,0,1
25-39,airbag,belted,1,m,61,2001,1,1
25-39,airbag,belted,1,f,47,2001,1,1
25-39,airbag,belted,1,f,36,1993,1,1
40-54,none,belted,0,m,27,1988,0,3
40-54,airbag,belted,1,f,18,2002,1,1
40-54,none,belted,0,f,37,1994,0,0
40-54,none,belted,1,m,18,1987,0,0
40-54,none,belted,1,m,19,1987,0,0
40-54,airbag,belted,1,f,25,1998,0,0
25-39,airbag,none,1,m,25,1996,1,2
40-54,airbag,belted,1,m,32,1999,0,1
40-54,airbag,belted,1,m,34,1999,0,0
25-39,airbag,none,1,m,23,1997,1,2
25-39,airbag,belted,1,m,16,1996,1,0
40-54,airbag,belted,1,f,48,2000,1,2
55+,airbag,belted,0,f,40,1996,0,0
55+,airbag,belted,0,f,71,1996,0,0
55+,airbag,belted,1,m,28,1999,1,2
40-54,airbag,belted,1,m,22,2002,1,2
40-54,airbag,belted,1,f,58,1992,1,3
25-39,airbag,belted,1,m,65,2001,1,0
25-39,airbag,belted,1,f,63,2001,1,1
40-54,none,belted,0,m,17,1992,0,1
40-54,airbag,none,1,m,36,2001,1,3
40-54,airbag,belted,0,m,48,2000,0,1
40-54,airbag,belted,1,f,37,1998,0,1
25-39,airbag,belted,0,f,37,2000,0,3
25-39,none,belted,1,f,35,1989,0,1
55+,none,belted,1,m,20,1986,0,1
40-54,none,belted,1,m,56,1993,0,0
40-54,airbag,belted,0,m,22,1999,0,1
40-54,airbag,belted,1,f,18,1994,1,2
40-54,none,belted,1,f,18,1994,0,2
55+,none,belted,0,m,82,1991,0,3
40-54,airbag,belted,0,f,47,2000,0,1
40-54,airbag,belted,1,m,33,1999,0,0
40-54,none,none,1,m,55,1991,0,1
40-54,none,none,1,m,34,1991,0,1
25-39,airbag,belted,0,m,23,1995,1,3
25-39,airbag,belted,1,m,26,1993,1,1
55+,none,belted,0,m,29,1994,0,2
40-54,airbag,belted,1,m,27,2000,1,2
40-54,none,belted,1,m,27,1989,0,2
40-54,airbag,belted,1,f,32,1996,1,0
40-54,airbag,belted,1,m,26,1995,0,1
25-39,airbag,belted,0,f,42,2001,1,1
40-54,airbag,belted,1,m,39,2002,1,2
40-54,none,belted,1,m,33,1991,0,0
40-54,airbag,none,0,f,42,1998,0,1
40-54,airbag,belted,1,m,40,1999,0,0
40-54,none,belted,1,m,25,1990,0,0
40-54,airbag,belted,0,m,59,1999,1,3
25-39,airbag,belted,0,m,29,1995,1,2
25-39,airbag,none,1,m,18,1997,1,1
25-39,airbag,belted,0,m,35,1995,0,1
40-54,airbag,belted,1,m,24,2002,0,0
40-54,airbag,belted,1,m,23,1998,0,2
25-39,none,belted,1,m,34,1988,0,1
40-54,airbag,none,1,f,37,1994,1,3
40-54,airbag,belted,1,f,28,1994,1,3
40-54,airbag,belted,1,m,86,1999,1,2
40-54,none,belted,0,m,63,1991,0,1
40-54,airbag,belted,1,m,31,1999,1,1
40-54,airbag,belted,0,m,42,1999,0,0
40-54,airbag,belted,1,f,17,1991,0,0
40-54,airbag,belted,1,m,19,1995,1,0
40-54,airbag,belted,0,f,25,1995,1,2
40-54,airbag,belted,0,f,26,1995,1,0
25-39,airbag,belted,1,f,37,2002,1,2
25-39,airbag,belted,1,f,25,2002,1,2
25-39,none,none,0,f,29,1994,0,2
40-54,airbag,belted,1,f,45,1992,1,2
40-54,none,belted,1,m,22,1986,0,1
40-54,airbag,none,0,f,17,1995,0,3
55+,none,none,0,m,24,1990,0,3
40-54,none,belted,0,f,44,1993,0,1
40-54,none,belted,0,f,72,1993,0,1
40-54,airbag,belted,1,m,38,2001,0,1
25-39,airbag,belted,0,m,34,1995,0,1
40-54,airbag,belted,1,f,18,1997,0,0
40-54,airbag,belted,1,f,18,1997,0,0
40-54,airbag,belted,1,m,26,1997,1,1
55+,none,belted,0,m,57,1985,0,3
55+,none,belted,0,f,54,1985,0,2
55+,none,belted,1,m,82,1988,0,2
40-54,airbag,none,0,m,25,1999,0,0
40-54,airbag,belted,1,m,23,2000,0,0
40-54,airbag,belted,1,m,26,1995,0,0
40-54,airbag,belted,1,m,37,1995,0,0
40-54,airbag,belted,1,f,39,1994,1,3
25-39,airbag,belted,1,m,18,1999,1,2
25-39,airbag,belted,1,m,18,1999,1,2
40-54,airbag,belted,1,m,40,1994,1,2
40-54,none,belted,1,f,39,1994,0,2
40-54,airbag,belted,1,m,37,1996,1,0
40-54,airbag,belted,1,m,34,1999,1,1
25-39,airbag,belted,1,f,38,1996,1,1
25-39,airbag,belted,0,m,55,2002,0,1
25-39,airbag,belted,0,f,49,2002,0,1
25-39,airbag,belted,0,f,19,2001,0,1
40-54,none,none,1,m,19,1986,0,0
25-39,airbag,belted,0,m,45,2002,1,0
40-54,airbag,belted,1,m,31,1993,1,0
40-54,none,belted,1,f,37,1993,0,2
40-54,none,belted,1,m,29,1992,0,0
40-54,airbag,belted,0,m,26,2002,0,0
40-54,airbag,belted,0,f,41,2002,0,0
25-39,none,belted,1,m,21,1990,0,0
40-54,none,belted,1,m,28,1998,0,0
25-39,none,none,1,m,21,1984,0,2
25-39,none,none,1,f,17,1984,0,3
40-54,airbag,belted,1,m,18,2002,1,2
40-54,airbag,belted,1,m,19,2002,1,0
40-54,none,belted,1,m,22,1991,0,1
40-54,none,belted,1,m,23,1991,0,0
40-54,airbag,belted,1,m,27,2000,1,1
40-54,airbag,belted,1,m,42,2000,0,0
40-54,airbag,belted,0,m,64,1999,0,0
25-39,airbag,belted,0,m,30,1995,0,3
25-39,airbag,belted,0,f,22,1995,0,2
25-39,airbag,belted,1,m,21,1999,0,2
40-54,airbag,belted,1,m,46,1999,1,2
40-54,airbag,belted,1,m,49,1999,0,1
40-54,airbag,belted,1,m,18,1997,1,1
40-54,airbag,belted,1,m,19,1997,1,0
25-39,none,belted,1,f,20,1992,0,2
25-39,airbag,belted,1,f,51,1994,1,3
25-39,airbag,belted,1,m,16,1994,1,1
25-39,airbag,belted,1,m,36,1999,1,1
40-54,airbag,belted,0,m,51,2000,1,2
40-54,airbag,belted,0,m,27,1999,0,2
40-54,none,belted,1,f,17,1986,0,0
25-39,airbag,belted,1,f,48,1995,1,2
25-39,airbag,belted,1,f,20,2000,1,2
25-39,airbag,belted,1,f,20,2000,1,2
55+,airbag,belted,0,m,22,2000,0,0
40-54,none,belted,0,f,21,1993,0,4
40-54,none,belted,0,m,47,1993,0,2
25-39,none,belted,0,m,18,1993,0,3
40-54,airbag,belted,0,f,39,2003,0,1
40-54,airbag,belted,0,m,44,2003,0,1
40-54,airbag,belted,1,m,16,1998,1,0
40-54,airbag,belted,1,m,43,1995,1,2
25-39,airbag,none,0,m,25,2002,0,4
25-39,none,belted,1,m,46,1990,0,3
25-39,airbag,belted,1,m,16,2000,0,0
25-39,airbag,belted,1,m,16,2000,0,0
40-54,none,belted,1,m,67,1982,0,2
40-54,none,belted,1,f,64,1982,0,3
40-54,airbag,belted,1,m,36,1997,1,1
40-54,none,belted,1,m,20,1990,0,0
25-39,airbag,belted,1,m,31,2002,0,0
40-54,airbag,belted,0,m,63,1996,1,4
40-54,airbag,belted,1,f,37,1999,1,1
40-54,airbag,belted,1,m,64,1999,1,2
40-54,airbag,belted,1,f,30,1996,0,1
55+,airbag,belted,0,f,40,1998,0,0
40-54,airbag,belted,0,f,22,1997,0,0
40-54,airbag,none,1,m,58,2001,0,0
40-54,airbag,belted,1,m,51,2002,1,0
40-54,airbag,none,1,m,46,1997,1,3
40-54,airbag,belted,1,f,28,2000,0,0
40-54,airbag,belted,1,m,30,2002,0,0
40-54,airbag,belted,0,f,29,1993,0,1
25-39,none,belted,1,m,51,1987,0,1
40-54,airbag,belted,0,m,39,2001,1,2
40-54,airbag,none,0,m,35,2001,1,3
40-54,airbag,belted,0,m,55,2001,0,1
55+,airbag,none,1,m,20,1993,1,3
40-54,airbag,belted,0,f,26,2000,0,0
55+,airbag,belted,1,f,38,2002,0,1
25-39,airbag,belted,0,f,41,2001,1,3
25-39,airbag,belted,1,m,20,1993,1,1
25-39,none,belted,1,f,17,1993,0,1
40-54,airbag,belted,1,m,64,1999,0,0
40-54,airbag,belted,1,m,19,1998,1,1
40-54,none,belted,1,m,39,1991,0,0
25-39,none,belted,1,m,60,1985,0,0
55+,airbag,belted,1,m,20,2000,1,3
40-54,none,none,1,m,20,1991,0,2
40-54,none,none,1,m,71,1968,0,4
40-54,none,belted,1,f,32,1992,0,2
40-54,airbag,belted,0,m,60,1998,0,2
25-39,airbag,belted,0,f,32,1999,0,1
40-54,none,belted,1,f,47,1992,0,2
40-54,airbag,belted,0,f,29,1995,0,2
40-54,airbag,belted,1,m,17,2000,0,0
40-54,airbag,belted,1,f,17,2000,0,0
40-54,none,belted,0,f,44,1991,0,1
25-39,none,belted,0,m,21,1989,0,0
55+,airbag,none,1,m,19,1991,0,3
25-39,airbag,belted,1,f,40,2002,1,3
40-54,airbag,belted,1,m,22,1996,1,3
40-54,airbag,none,1,f,17,1997,1,1
25-39,airbag,none,1,f,53,1999,1,3
55+,airbag,belted,1,m,35,2000,1,4
55+,airbag,belted,1,m,35,1999,1,0
25-39,none,none,0,m,25,1989,0,4
40-54,airbag,belted,0,f,69,2000,1,3
40-54,none,belted,1,m,56,1990,0,3
25-39,airbag,belted,1,f,27,1996,1,0
25-39,airbag,belted,0,m,68,2000,0,3
25-39,airbag,belted,1,f,41,1991,1,1
25-39,airbag,belted,0,m,17,1996,1,0
25-39,airbag,belted,1,m,23,1998,1,2
25-39,airbag,none,1,m,23,1998,0,3
25-39,none,none,0,m,19,1992,0,3
40-54,none,belted,1,m,90,1989,0,5
40-54,none,none,1,f,29,1990,0,3
40-54,none,none,0,f,65,1989,0,3
40-54,none,none,0,m,80,1989,0,0
40-54,none,belted,1,f,34,1993,0,1
25-39,airbag,belted,0,f,16,2001,0,3
25-39,airbag,belted,0,f,16,2001,0,2
55+,airbag,none,1,m,25,1996,1,4
40-54,none,belted,1,m,41,1991,0,3
55+,none,none,1,m,59,1991,0,4
55+,airbag,none,1,m,29,1997,1,4
55+,airbag,belted,1,m,18,1998,1,2
25-39,none,belted,0,m,17,1993,0,3
25-39,none,belted,0,m,19,1993,0,4
25-39,none,belted,1,f,32,1993,0,1
25-39,none,belted,1,m,29,1993,0,1
40-54,airbag,belted,1,m,50,1999,1,3
25-39,none,none,1,f,20,1985,0,5
25-39,airbag,belted,1,f,50,1996,1,3
25-39,none,belted,1,f,16,1987,0,2
40-54,airbag,none,0,f,30,1997,0,3
40-54,airbag,belted,1,m,31,2002,0,3
40-54,airbag,none,1,f,33,2002,0,2
40-54,none,belted,1,f,19,1994,0,2
40-54,none,belted,1,f,34,1990,0,3
25-39,airbag,none,1,f,30,1999,1,3
40-54,none,belted,1,m,19,1990,0,1
40-54,none,belted,1,m,19,1990,0,1
40-54,airbag,belted,0,m,27,2001,0,3
40-54,airbag,belted,0,f,22,2001,0,0
40-54,none,belted,0,f,46,1986,0,2
40-54,none,belted,0,f,23,1986,0,2
40-54,airbag,none,0,m,21,1997,0,2
25-39,none,belted,1,m,23,1990,0,1
25-39,none,belted,1,m,21,1990,0,1
40-54,airbag,belted,0,m,28,2002,0,4
25-39,none,belted,0,f,44,1988,0,4
40-54,airbag,belted,1,m,71,1997,1,3
55+,airbag,none,0,m,18,1995,1,4
55+,none,none,1,m,18,1989,0,3
55+,none,none,1,m,29,1989,0,3
40-54,airbag,none,1,f,54,1997,1,0
40-54,airbag,none,1,f,82,1997,1,3
40-54,airbag,none,1,m,17,2000,1,3
40-54,airbag,none,1,m,17,2000,1,3
40-54,none,none,0,f,67,1989,0,4
40-54,none,belted,0,m,18,1988,0,0
40-54,none,belted,0,m,16,1988,0,1
40-54,none,none,0,m,38,1986,0,3
40-54,airbag,belted,0,f,64,2002,0,1
40-54,airbag,belted,0,f,69,2002,0,2
40-54,none,belted,1,m,38,1987,0,1
40-54,airbag,none,1,f,32,1996,1,1
40-54,none,none,1,f,50,1992,0,1
25-39,none,none,1,f,18,1985,0,0
40-54,airbag,belted,1,m,31,1995,1,2
40-54,none,none,0,f,37,1981,0,3
40-54,none,none,0,m,35,1981,0,3
25-39,none,none,1,m,43,1985,0,3
40-54,airbag,none,0,f,40,1994,1,3
25-39,airbag,belted,1,m,28,2000,1,0
25-39,airbag,belted,1,f,26,2000,1,0
40-54,airbag,belted,1,f,36,1996,1,3
40-54,airbag,none,1,f,35,1996,1,3
40-54,airbag,belted,0,f,38,1996,1,3
40-54,none,none,1,f,66,1990,0,3
25-39,none,none,1,f,42,1992,0,3
25-39,none,none,1,m,17,1992,0,3
40-54,airbag,none,0,f,52,1997,0,0
40-54,airbag,none,0,m,44,1997,0,0
40-54,none,none,1,f,59,1986,0,3
25-39,airbag,belted,0,f,40,1998,1,3
40-54,airbag,belted,1,f,45,1995,1,0
55+,none,none,1,f,28,1986,0,3
40-54,none,none,0,m,36,1977,0,0
40-54,none,none,0,m,18,1977,0,3
25-39,none,none,1,m,31,1989,0,2
25-39,none,none,1,m,61,1984,0,3
55+,airbag,belted,0,m,25,1999,0,0
55+,airbag,belted,0,f,22,1999,0,0
25-39,none,belted,1,m,37,1990,0,3
40-54,airbag,none,1,m,24,2001,0,0
40-54,airbag,none,1,f,25,2001,0,1
40-54,airbag,belted,0,m,53,2000,0,0
40-54,airbag,belted,0,m,25,2000,0,0
25-39,airbag,belted,1,m,19,2001,1,0
25-39,none,belted,0,m,20,1989,0,0
25-39,airbag,belted,1,f,36,2001,1,3
40-54,none,none,1,m,41,1991,0,4
25-39,none,belted,1,m,19,1989,0,1
40-54,airbag,none,0,f,74,1995,1,4
40-54,airbag,none,1,f,32,2000,1,3
40-54,airbag,belted,1,m,41,1999,1,2
40-54,airbag,none,1,f,41,1999,1,3
55+,none,none,1,m,50,1979,0,3
55+,none,none,1,m,37,1979,0,3
55+,airbag,none,1,f,38,2002,1,3
25-39,airbag,belted,0,f,23,1999,0,3
40-54,airbag,belted,1,f,87,2001,1,2
40-54,airbag,belted,1,f,59,2001,1,1
25-39,airbag,none,1,m,82,1994,1,1
25-39,airbag,none,1,f,79,1994,1,1
25-39,none,belted,1,f,46,1994,0,0
25-39,none,none,1,m,24,1994,0,1
40-54,airbag,belted,1,f,20,2001,0,0
25-39,airbag,belted,1,m,31,1995,1,2
25-39,airbag,none,1,f,78,1998,1,2
25-39,airbag,belted,1,f,69,1998,1,2
40-54,airbag,belted,1,f,27,1998,1,3
25-39,airbag,none,0,f,60,1992,0,3
40-54,airbag,none,0,m,30,1994,0,3
40-54,airbag,none,1,m,20,1999,1,0
25-39,none,belted,0,f,49,1990,0,1
25-39,airbag,belted,1,f,21,1999,1,1
40-54,airbag,belted,1,m,56,2003,0,0
55+,airbag,none,1,m,20,2001,1,3
40-54,airbag,none,1,m,55,1993,1,2
25-39,none,none,1,m,62,1989,0,3
40-54,none,none,1,f,25,1985,0,0
25-39,airbag,belted,0,f,63,2001,0,3
25-39,airbag,none,1,f,72,2002,1,3
40-54,none,none,1,f,23,1991,0,3
40-54,none,none,1,m,26,1991,0,1
25-39,airbag,belted,1,m,59,1996,0,0
55+,airbag,belted,1,m,16,2000,1,4
55+,airbag,belted,1,m,16,2000,1,3
40-54,none,none,1,f,50,1988,0,3
25-39,airbag,none,1,m,18,1996,1,2
40-54,airbag,belted,0,m,37,1999,0,0
40-54,airbag,belted,0,f,31,2001,0,0
40-54,airbag,belted,0,f,57,2001,0,0
55+,none,none,1,m,53,1988,0,3
40-54,airbag,belted,1,m,67,1998,1,3
40-54,airbag,belted,0,f,53,1999,0,3
40-54,airbag,belted,1,m,17,1999,1,0
40-54,airbag,belted,1,f,17,1999,1,2
40-54,airbag,belted,1,m,17,1999,1,0
40-54,airbag,belted,1,m,16,1999,1,0
40-54,none,belted,1,m,61,1992,0,1
40-54,none,belted,1,m,42,1986,0,2
25-39,none,belted,1,f,21,1991,0,3
25-39,none,belted,1,f,20,1991,0,2
25-39,none,none,1,m,21,1987,0,3
25-39,none,none,1,m,21,1987,0,2
40-54,airbag,none,0,f,18,1995,1,3
40-54,airbag,belted,0,m,32,2000,0,2
55+,airbag,none,1,f,18,1994,1,4
55+,airbag,belted,1,m,36,1994,1,2
55+,none,belted,1,m,41,1967,0,4
25-39,airbag,belted,1,f,52,1997,1,2
55+,airbag,belted,1,f,48,1997,1,3
25-39,airbag,belted,0,m,35,2003,0,0
25-39,airbag,belted,0,m,56,2003,0,3
25-39,airbag,belted,1,f,21,1998,1,0
40-54,airbag,belted,1,f,35,1994,1,1
55+,none,none,1,m,27,1988,0,3
55+,airbag,none,0,f,22,1994,0,4
55+,airbag,none,0,f,22,1994,0,4
40-54,airbag,belted,0,f,27,2001,0,2
40-54,airbag,belted,1,f,61,1993,1,0
40-54,none,belted,1,f,79,1993,0,1
40-54,airbag,none,1,f,27,2000,1,3
40-54,airbag,none,1,f,41,1992,1,3
40-54,airbag,none,1,m,22,2003,0,4
40-54,none,none,0,f,38,1985,0,2
55+,airbag,belted,1,f,70,1993,1,4
40-54,airbag,belted,0,m,38,1995,0,3
40-54,none,none,1,m,32,1989,0,3
40-54,airbag,belted,1,f,27,1991,1,3
25-39,none,none,0,m,18,1986,0,3
25-39,none,none,0,m,16,1986,0,3
55+,airbag,belted,0,m,16,1994,0,4
40-54,none,belted,1,f,25,1986,0,0
55+,none,none,1,f,37,1987,0,3
40-54,airbag,belted,1,m,65,1994,1,3
25-39,airbag,belted,1,m,44,1996,1,3
40-54,none,belted,0,m,24,1993,0,2
40-54,none,belted,0,f,20,1993,0,3
40-54,airbag,belted,1,m,40,1995,1,3
25-39,none,belted,1,m,37,1993,0,0
40-54,airbag,belted,0,m,31,2000,0,1
40-54,airbag,belted,0,m,36,2000,0,1
40-54,airbag,belted,0,f,38,1992,0,1
40-54,airbag,belted,1,f,63,1995,0,0
40-54,airbag,none,1,f,32,2000,1,1
40-54,none,none,0,m,20,1993,0,3
25-39,airbag,belted,1,f,22,2002,1,2
25-39,airbag,belted,1,f,23,2002,1,2
25-39,airbag,belted,0,m,18,1997,1,1
25-39,airbag,none,1,m,22,2002,1,1
40-54,airbag,belted,0,f,36,1997,0,3
40-54,none,none,1,f,29,1985,0,3
25-39,airbag,none,1,f,58,2002,1,3
40-54,airbag,belted,1,f,17,2001,0,0
25-39,airbag,none,0,f,23,1995,1,3
25-39,airbag,none,0,f,22,1995,1,3
40-54,airbag,belted,1,m,20,1995,1,2
40-54,airbag,none,1,f,19,1995,1,3
25-39,airbag,none,0,m,43,1994,1,2
25-39,airbag,belted,0,f,21,1994,1,3
40-54,none,belted,1,f,49,1993,0,3
40-54,none,belted,1,f,16,1993,0,2
25-39,airbag,none,0,m,30,1990,1,0
25-39,none,none,0,f,18,1990,0,3
25-39,none,none,1,m,58,1990,0,3
40-54,airbag,belted,1,f,70,1996,1,1
40-54,airbag,belted,0,f,37,1994,0,2
40-54,airbag,belted,0,f,55,1994,0,2
25-39,none,belted,1,m,20,1988,0,0
40-54,none,belted,1,m,28,1998,0,0
40-54,none,belted,1,m,61,1989,0,4
55+,none,none,1,f,33,1979,0,3
40-54,airbag,belted,0,f,23,1999,0,0
40-54,none,belted,0,m,20,1985,0,NA
40-54,none,belted,0,m,19,1985,0,3
40-54,none,belted,1,m,41,1986,0,0
40-54,none,belted,1,f,60,1986,0,1
40-54,none,none,1,f,17,1999,0,3
40-54,airbag,belted,0,f,35,1992,0,4
40-54,airbag,belted,1,f,21,1996,1,3
40-54,none,belted,0,m,69,1988,0,2
25-39,airbag,none,1,m,23,1999,1,2
25-39,none,none,1,f,20,1986,0,3
25-39,none,none,1,m,44,1986,0,1
40-54,airbag,belted,1,m,34,2001,1,0
40-54,none,none,1,f,18,1985,0,3
40-54,none,none,1,m,58,1985,0,2
40-54,airbag,belted,1,m,20,1997,1,2
40-54,airbag,belted,0,f,50,2001,0,2
40-54,none,none,0,m,44,1978,0,0
40-54,none,belted,0,m,47,1989,0,0
40-54,none,belted,0,m,16,1989,0,1
25-39,none,belted,1,f,23,1994,0,2
55+,airbag,belted,0,f,45,1995,0,0
40-54,airbag,belted,1,m,41,1997,0,0
25-39,airbag,none,0,m,19,1992,1,4
25-39,none,none,0,f,19,1992,0,3
40-54,airbag,belted,1,m,18,1999,1,0
40-54,airbag,belted,0,m,55,2000,0,3
40-54,airbag,belted,0,f,49,2000,0,0
25-39,airbag,belted,1,f,48,1999,1,3
25-39,airbag,none,1,f,38,2002,1,3
40-54,none,none,1,f,63,1987,0,3
40-54,none,none,1,m,44,1987,0,0
40-54,airbag,belted,1,f,39,1993,1,3
25-39,none,belted,1,m,22,1984,0,0
25-39,none,belted,1,m,25,1984,0,0
25-39,airbag,belted,0,f,61,2002,0,3
25-39,airbag,belted,1,f,18,1996,1,2
25-39,airbag,none,0,f,45,2002,1,3
40-54,airbag,belted,1,f,51,2001,1,1
40-54,airbag,none,0,f,54,1998,0,1
40-54,none,belted,1,m,18,1991,0,0
40-54,airbag,none,0,m,43,2003,0,3
25-39,none,none,1,f,44,1988,0,3
25-39,airbag,belted,1,f,54,1999,0,2
40-54,none,belted,1,m,20,1994,0,0
40-54,none,belted,1,m,16,1994,0,0
40-54,airbag,belted,0,m,50,1992,0,3
40-54,none,none,1,m,20,1989,0,3
40-54,none,none,1,m,40,1976,0,3
25-39,none,belted,1,m,16,1994,0,2
25-39,none,none,1,m,20,1994,0,2
25-39,airbag,none,0,f,20,2000,0,3
25-39,airbag,none,0,f,16,2000,0,3
40-54,none,belted,0,m,21,1992,0,3
40-54,airbag,none,0,m,49,1994,0,3
40-54,airbag,none,0,f,46,1994,0,3
40-54,none,belted,0,m,42,1994,0,0
40-54,airbag,belted,1,f,32,1997,1,1
40-54,airbag,belted,1,f,45,2000,0,0
55+,airbag,belted,1,f,27,2001,1,3
25-39,none,belted,1,m,36,1983,0,0
25-39,none,belted,1,f,33,1983,0,0
40-54,airbag,belted,1,m,25,1999,0,0
40-54,airbag,belted,1,f,24,2001,1,0
40-54,airbag,belted,1,f,20,1999,1,2
40-54,airbag,belted,1,f,55,2001,0,0
40-54,airbag,none,1,m,18,2000,1,3
40-54,airbag,belted,0,f,56,1999,1,3
25-39,airbag,belted,1,m,16,1996,1,0
40-54,airbag,none,1,m,59,2000,0,3
55+,airbag,none,1,m,52,1999,1,4
55+,airbag,none,1,f,44,2000,1,4
55+,airbag,none,1,m,68,2000,1,3
25-39,airbag,belted,1,m,80,1999,1,3
25-39,airbag,belted,1,f,73,1999,1,0
25-39,airbag,belted,0,f,58,1991,0,0
25-39,airbag,belted,0,m,60,1991,0,0
40-54,airbag,none,1,f,17,2000,1,3
40-54,airbag,belted,0,f,35,1999,1,2
40-54,airbag,belted,1,f,19,1999,1,2
40-54,airbag,belted,0,f,51,2000,0,1
55+,airbag,belted,1,m,18,2001,0,0
40-54,airbag,belted,0,f,37,1990,0,3
40-54,airbag,belted,1,m,30,2000,0,0
40-54,airbag,belted,1,f,24,2000,0,3
55+,none,belted,0,m,46,1989,0,0
40-54,airbag,belted,1,f,27,2000,1,0
40-54,airbag,none,1,m,32,2000,1,3
40-54,airbag,belted,1,f,18,1999,1,3
25-39,airbag,belted,1,m,41,2000,0,3
40-54,airbag,belted,1,m,19,1995,1,0
25-39,airbag,belted,1,f,30,2002,1,2
40-54,airbag,belted,0,f,32,1999,1,3
40-54,airbag,belted,1,m,16,2000,1,3
25-39,airbag,none,1,f,29,1994,1,3
25-39,none,none,1,m,16,1994,0,3
40-54,airbag,belted,1,f,16,2002,1,0
40-54,airbag,belted,1,f,17,2002,1,0
40-54,airbag,belted,1,f,40,2000,1,0
40-54,airbag,belted,1,f,74,2000,0,0
